Title,Description,Genre1,Genre2,Genre3
Lake Mungo,"Sixteen-year-old ALICE PALMER drowns while swimming in the local dam. When her body is recovered and a verdict of accidental death returned, her grieving family buries her. The family then experiences a series of strange and inexplicable events centered in and around their home. Profoundly unsettled, the Palmers seek the help of psychic and parapsychologist, RAY KEMENY. Ray discovers that Alice led a secret, double life. A series of clues lead the family to Lake Mungo where Alice's secret past emerges. Lake Mungo is a mystery, a thriller and a ghost story.",Drama, Horror, Mystery
7 Days,"Bruno Hamel is a thirty eight year old surgeon. He lives in Drummondville with his wife Sylvie, and their eight year-old daughter Jasmine. Like many happy people, he is leading an uneventful life until a beautiful fall afternoon, when his daughter is raped and murdered. From then on, the world of the Hamel family collapses. When the murderer is arrested, a terrible project germinates in Bruno's darkened mind. He plans to capture the ""monster"" and make him pay for his crime. The day the murderer appears in Court, Hamel, who had prepared his plan in great detail, kidnaps the monster and later sends the police a brief message stating that the rapist and murderer of his daughter was going to be tortured for 7 days and then executed. Once this task accomplished, he will then give himself up.",Crime, Drama, Horror
The Chronicles of Narnia: The Voyage of the Dawn Treader,"Lucy and Edmund Pevensie are stranded in Cambridge, living in the house of their obnoxious cousin Eustace, while the grown-ups Susan and Peter are living in the USA with their parents. When a painting of a ship sailing on the sea of Narnia overflows water in their room, Lucy, Edmund and Eustace are transported to the ocean of Narnia and rescued by King Caspian and the crew of the ship The Dawn Treader. Caspian explains that Narnia has been in peace for three years but before he took his throne back, his uncle tried to kill the seven lords of Telmar, who were the closest and most loyal friends of his father. They fled to The Lone Island and no one has ever heard anything about them. Now Caspian is seeking out the lords of Telmar with his Captain Drinian, the talking mouse Reepicheep and his loyal men. Soon, they discover that an evil form of green mist is threatening Narnia and the siblings and their cousin join Caspian in a quest to retrieve the seven swords of the seven lords of Telmar to save Narnia from evil.",Adventure, Family, Fantasy
Zerophilia,"In this provocative teen comedy, Luke, a young man insecure about his masculinity discovers he's a Zerophiliac, with the ability to change sex at will. Join Luke as he journeys into the extraordinary world of Zerophilia where so many crazy questions arise, only one question matters: ""Whom do you love?""",Comedy, Romance,
Little Fockers,"It has taken 10 years, two little Fockers with wife Pam, and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, however, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan--including Pam's lovelorn ex, Kevin (Owen Wilson)--descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house. But with all the misunderstandings, spying, and covert missions, will Greg pass Jack's final test and become the family's next patriarch, or will the circle of trust be broken for good?",Comedy, Romance,
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),"The documentary explores the enigmatic life and music of Harry Nilsson in an attempt to answer the question, ""Who is Harry Nilsson?"" The film includes new and archive audio and film including interviews with Robin Williams, Yoko Ono, Van Dyke Parks, Randy Newman, Ray Cooper, the Smothers Brothers, and Micky Dolenz. ""Who is Harry Nilsson?"" uses promotional films, music videos, and home movies; segments from the unreleased documentary made during the recording of Son of Schmilsson (Did Somebody Drop His Mouse?); and excerpts from Nilsson's rare TV appearances in his BBC specials, the ""Smothers Brothers Comedy Hour"", ""Playboy After Dark"", and in an episode of ""The Ghost and Mrs. Muir"".",Documentary, Biography, Music
The Green Hornet,"Playboy Britt Reid (Seth Rogen) becomes the new publisher of Los Angeles' ""The Daily Sentinel"" after the sudden death of his father. Britt's party life is about to change when he and his driver and kung fu expert, Kato (Jay Chou), stop a robbery. With the help of Kato, Britt starts a new career of fighting crime as the masked superhero ""The Green Hornet"".",Action, Comedy, Crime
Season of the Witch,"A 14th century Crusader returns to a homeland devastated by the Black Plague. A beleaguered church, deeming sorcery the culprit of the plague, commands the two knights to transport an accused witch to a remote abbey, where monks will perform a ritual in hopes of ending the pestilence. A priest, a grieving knight, a disgraced itinerant and a headstrong youth who can only dream of becoming a knight join a mission troubled by mythically hostile wilderness and fierce contention over the fate of the girl. When the embattled party arrives at the abbey, a horrific discovery jeopardises the knight's pledge to ensure the girl fair treatment, and pits them against an inexplicably powerful and destructive force.",Action, Adventure, Fantasy
Cowboys & Aliens,"A spaceship arrives in Arizona, 1873, to take over the Earth, starting with the Wild West region. A posse of cowboys and natives are all that stand in their way.",Action, Sci-Fi, Thriller
Evangelion: 2.0 You Can (Not) Advance,"Under constant attack by Angels, NERV introduces two new pilots: the mysterious Makinami Mari Illustrous and the intense Asuka Langley Shikinami. Parallel to the incursion, Gendo Ikari and SEELE proceed the secret project that involves both Rei and Shinji.",Animation, Action, Drama
Home Alone 4,"Kevin McCallister's parents have split up. Now living with his mom, he decides to spend Christmas with his dad at the mansion of his father's rich girlfriend, Natalie. Meanwhile robber Marv Merchants, one of the villains from the first two movies, partners up with a new criminal named Vera to hit Natalie's mansion.",Comedy, Crime, Family
Gnomeo & Juliet,"Garden gnomes Gnomeo (voice of McAvoy) and Juliet (voice of Blunt) have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. But with plastic pink flamingos and lawnmower races in the mix, can this young couple find lasting happiness?",Animation, Comedy, Family
Brother 2,"Danila Bagrov meets his army buddy Konstantin Gromov in Moscow, with whom he fought in Chechnya. The friend tells Danila about his twin brother Dmitry, who is a professional hockey player in America. However, the team owner, in cahoots with his Russian partner, has swindled the young star into an oppressive contract, allowing them to rob him blind. Several days after this conversation, Danila finds Konstantin dead. In order to straighten things out and avenge his friend, Danila goes to Chicago.",Action, Crime, Thriller
The Mechanic,"Arthur Bishop (Jason Statham) is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when his mentor and close friend Harry (Donald Sutherland) is murdered, Bishop is anything but detached. His next assignment is self-imposed - he wants those responsible dead. His mission grows complicated when Harry's son Steve (Ben Foster) approaches him with the same vengeful goal and a determination to learn Bishop's trade. Bishop has always acted alone but he can't turn his back on Harry's son. A methodical hit man takes an impulsive student deep into his world and a deadly partnership is born. But while in pursuit of their ultimate mark, deceptions threaten to surface and those hired to fix problems become problems themselves.",Action, Crime, Thriller
Hall Pass,"A couple of married guys are always looking at other women. Their wives are fed up with their behavior, and grant them a 'hall pass': a week off their marriage allowing them to do anything. But the guys take their time and their week is almost up. What they don't realize is that at the same time their wives make connections of their own.",Comedy, Romance,
The New Daughter,"John James is a writer; his wife has left him. He moves with his middle-school aged daughter and young son to an isolated house off a dirt road in South Carolina. The property has an Indian burial mound, which fascinates his daughter, Louisa, who's entering puberty. Strange things: noises on the roof and in the woods, the cat missing, Luisa sleepwalking clutching a straw doll no one's seen before. She visits the mound often, staying late, coming home covered with mud. John's younger son, Sam, is frightened. John learns the house has a history and seeks out the previous owner. Louisa's behavior becomes more bizarre. Is there an explanation? An ant farm and a missing babysitter provide clues.",Horror, Thriller,
Louis C.K.: Shameless,"Comedy and television star Louis C.K. returns to HBO for an hour of no-holds-barred, adults-only stand-up comedy! Taped before a live audience at the Henry Fonda Theater in Los Angeles, the performance finds Louis taking aim at fat and skinny people, spending money, bumper stickers, Californians, strangers and friends, sex and marriage, lying to your spouse, losing your privacy, and the new favorite pastime for fathers.",Documentary, Comedy,
Voices from the List,"'Voice from the List' presents the indelible true story of the enigmatic Oskar Schindler, a member of the Nazi party, womanizer, and war profiteer who risked his own reputation and even his own life to save the lives of more than 1,100 Jews during the Holocaust. ""Voices from the List"" is told exclusively from the testimony of survivors who owe their lives to Oskar Schindler and his list of ""necessary workers."" It is the perfect compliment to ""Schindler's List"" because it introduces us to many of the actual people who survived the Holocaust thanks to Oskar Schindler. 'Voices from the List' was produced in association with The Shoah Foundation.",Documentary, History,
Something Borrowed,"Rachel is a lawyer. When she was in law school she fell for another student, Dex, who comes from an affluent family, but she was too shy to say anything. When Dex meets her best friend Darcy, who sometimes treats her like dirt, Darcy makes a move on Dex and gets him. Eventually, they get engaged and Darcy asks Rachel to be her Maid of Honor. However, Rachel still has feelings for Dex and still can't say anything. Darcy throws her a birthday party and Dex is there. When she and Dex are alone she blurts out that she had a thing for him in college which surprised him, and after drinking a little they spend the night together. They try to forget the whole thing and agree that it means nothing. Ethan, Rachel's close friend, tells her that she'll spend her entire life regretting that if she does nothing.",Comedy, Drama, Romance
To Sleep with Anger,"Harry Mention, an enigmatic drifter from the South, comes to visit an old acquaintance named Gideon, who now lives in South-Central Los Angeles. Harry's charming, down-home manner hides a malicious penchant for stirring up trouble, and he exerts a strange and powerful eff...",Drama,,
Mike's New Car,"Mike has a surprise for his pal Sullivan: Mike's gotten a new car, one with six-wheel drive. He invites Sullivan to hop in and they'll go for a spin. At that point, problems arise: first Sullivan's cramped, then Mike has a seat belt problem, gets locked out, and suffers indignities before Sullivan figures out how to unlock the car to let him back in. All sorts of gadgets misfire, until finally Mike has the car in gear, ready to roll. What was it again that was wrong with his old car?",Animation, Short, Comedy
The Smurfs,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",Animation, Adventure, Comedy
The Conspirator,"Mary Surratt is the lone female charged as a co-conspirator in the assassination trial of Abraham Lincoln. As the whole nation turns against her, she is forced to rely on her reluctant lawyer to uncover the truth and save her life.",Crime, Drama, History
Red State,"The teenager Jarod invites his best friends Travis and Billy-Ray to have a foursome with a thirty-eight year-old woman. While driving to meet the woman, Travis hit a car parked on the road. When they meet the woman, she gives spiked beer to them and they pass out. When the three friends wake up, they find that they are trapped in the fundamentalist Five Points Trinity Church of the infamous Pastor Abin Cooper and that they will be killed. Meanwhile the church is under siege by ATF agents led by Agent Joseph Keenan that have been ordered to destroy the terrorist cell. Will the teenagers be saved by the agents of the law enforcement agency?",Action, Crime, Horror
Northanger Abbey,A young woman's penchant for sensational Gothic novels leads to misunderstandings in the matters of the heart.,Drama, Romance,
Margaret,"Margaret centers on a 17-year-old New York City high-school student who feels certain that she inadvertently played a role in a traffic accident that has claimed a woman's life. In her attempts to set things right she meets with opposition at every step. Torn apart with frustration, she begins emotionally brutalizing her family, her friends, her teachers, and most of all, herself. She has been confronted quite unexpectedly with a basic truth: that her youthful ideals are on a collision course against the realities and compromises of the adult world.",Drama,,
Puss in Boots,"Years before meeting Shrek and Donkey, the adorable but tricky Puss in Boots must clear his name from all charges making him a wanted fugitive. While trying to steal magic beans from the infamous criminals Jack and Jill, the hero crosses paths with his female match, Kitty Softpaws, who leads Puss to his old friend, but now enemy, Humpty Dumpty. Memories of friendship and betrayal enlarges Puss' doubt, but he eventually agrees to help the egg get the magic beans. Together, the three plan to steal the beans, get to the Giant's castle, nab the golden goose, and clear Puss' name.",Animation, Action, Adventure
Tower Heist,"Josh Kovaks is the manager of a high-rise condominium in New York. He is close to all the tenants, especially financier Arthur Shaw. One day Shaw is arrested by the FBI for fraud. Josh thinks it's a misunderstanding that can be resolved, but later he learns that the employees' pension fund - which he asked Shaw to handle - is gone. When one of the employees tries to kill himself, Josh's views of Shaw change. He goes to see him and loses his temper, and his job. The FBI agent in charge tells him that Shaw might walk, and recovering the pension fund is unlikely. She tells him that it's been rumored that Shaw has $20 million lying around if he needs it in a hurry. Josh thinks he knows where it is, so with two other fired employees and an evicted tenant, they set out to get into Shaw's penthouse to get the money. But they realize they need the assistance of someone who knows how to steal, so Josh asks an old acquaintance named Slide who he knows is a thief to help them.",Action, Comedy, Crime
The Adventures of Tintin,"Having bought a model ship, the Unicorn, for a pound off a market stall Tintin is initially puzzled that the sinister Mr. Sakharine should be so eager to buy it from him, resorting to murder and kidnapping Tintin - accompanied by his marvellous dog Snowy - to join him and his gang as they sail to Morocco on an old cargo ship. Sakharine has bribed the crew to revolt against the ship's master, drunken Captain Haddock, but Tintin, Snowy and Haddock escape, arriving in Morocco at the court of a sheikh, who also has a model of the Unicorn. Haddock tells Tintin that over three hundred years earlier his ancestor Sir Francis Haddock was forced to scuttle the original Unicorn when attacked by a piratical forebear of Sakharine but he managed to save his treasure and provide clues to its location in three separate scrolls, all of which were secreted in models of the Unicorn. Tintin and Sakharine have one each and the villain intends to use the glass-shattering top Cs of operatic soprano the Milanese Nightingale to secure the third. With aid from bumbling Interpol agents the Thompson Twins our boy hero, his dog and the captain must prevent Sakharine from obtaining all three scrolls to fulfil the prophesy that only the last of the Haddocks can discover the treasure's whereabouts.",Animation, Action, Adventure
Jack and Jill,"Jack Sadelstein is a successful advertising executive in Los Angeles with a beautiful wife and kids, who dreads one event each year: the Thanksgiving visit of his identical twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down.",Comedy,,
The Rum Diary,"Hard-drinking journalist Paul Kemp takes a job at a besieged newspaper in San Juan, Puerto Rico. His volatile editor, Lotterman, assigns him to tourist pieces and horoscopes, but promises more. Paul rooms with Sala, an aging and equally alcoholic reporter, in a rundown flat. Sanderson, a wealthy entrepreneur, hires Paul to flack for a group of investors who plan to buy an island near the capital and build a resort. Sanderson's girl-friend, the beguiling Chenault, bats her eyes at Paul. His loyalties face challenges when he and Sala get in trouble with locals, when a Carnival dance enrages Sanderson, and when the paper hits the skids. Is the solution always alcohol?",Comedy, Drama,
Extremely Loud & Incredibly Close,"A troubled young boy, Oskar, is trying to cope with the loss of his father. Oskar starts lashing out at his mother and the world. Until a year later, he discovers a mysterious key in his father's belongings and embarks on a scavenger hunt to find the matching lock, just as he used to when his father was alive. On this journey he is bound to meet a lot of people and learn a lot about himself and his family, but will he ever find the lock?",Adventure, Drama, Mystery
Asterix and the Vikings,"After another raid in an empty village, the chief of the Vikings Timandahaf misunderstands the explanation of his druid Cryptograf that ""fear gives wings to the dwellers"" and believes that fear actually makes the villagers fly. They decide to chase the champion of fear in Gaul to learn how to fly and make them invincible warriors. Meanwhile, the nephew of Vitalstatistix, Justforkix, is sent from Parisium to the Gaulish village to become a man and Asterix and Obelix are assigned to train the youngster. The stupid son of Cryptograf, Olaf, listens to a conversation of the coward Justforkix with Asterix and Obelix and kidnaps him. While returning to the Viking village, Justforkix meets Abba, the daughter of Timandahaf, and they fall in love for each other. But the Machiavellian and ambitious Cryptograf plan to marry his son Olaf with Abba and become powerful. In the end, Asterix realizes that it is not fear that gives wings, it is love.",Animation, Adventure, Comedy
Chill Out!,"Just Santos, cabaret actor with a talent for imitation, receives the offer of a role in a movie that could change his life and his family.",Comedy, Drama,
The Whistleblower,"Inspired by true events, Kathy (Rachel Weisz) is an American police officer who takes a job working as a peacekeeper in post-war Bosnia. Her expectations of helping to rebuild a devastated country are dashed when she uncovers a dangerous reality of corruption, cover-up and intrigue amid a world of private contractors and multinational diplomatic doubletalk.",Action, Biography, Crime
Red Tails,"Italy, 1944. As the war takes its toll on Allied forces in Europe, a squadron of black pilots known as the Tuskegee Airmen are finally given the chance to prove themselves in the sky - even as they battle discrimination on the ground. It's a tribute to the unsung heroes who rose above extraordinary challenges and ultimately soared into history.",Action, Adventure, Drama
Dottie Gets Spanked,"Another dazzling suburban phantasm from writer-director Todd Haynes, Dottie Gets Spanked (made post-Poison and pre-Safe) is a stylized, bittersweet nod to his childhood fascination with I Love Lucy. Deep in the heart of pre-hippie 1960s America, young artistically-inclined Steven Gale is obsessed with Dottie Frank, wacky star of the eponymous hit sitcom The Dottie Show. While his mother gently encourages the boy's fixation, his father grows increasingly frustrated by his son's apparently ""sissified"" interests. This provocative, heartfelt mini-feature anticipates Haynes' Oscar-nominated Far From Heaven with its excavation of placid mid-century surfaces and deeply-buried emotions.",Short,,
Dylan Moran: Monster,"Irish comedian Dylan Moran live at Vicar Street, Dublin.",Documentary, Comedy,
Holding Trevor,"Young, beautiful and intelligent, Trevor (screenwriter Brent Gorski) is in a stalemate. Entangled in an unhealthy relationship with Darrell, a self-destructive heroin addict, and trapped in a telemarketing job, Trevor finds scant comfort in Los Angeles' vapid party scene, where conversation rarely rises above inquiries like ""So, are you an actor?"" Worse still, he and his two best friends - roommate Andie and singer Jake - are being pulled apart by boredom and discontent. At the hospital for his boyfriend's latest overdose, Trevor finds a potential new beginning in Ephram, a medical intern with ambition, a warm demeanor and strikingly good looks. After they spend a romantic evening together, Trevor seems poised to make some changes. He begins by ending his relationship with Darrell and then strives to reconnect with Andie and Jake. But what should be a joyous event - a party celebrating a negative HIV test - explodes into rage and sorrow. Darrell shows up unannounced and makes a scene, Ephram suggests that Trevor isn't ready for a commitment, and Andie, reeling from a painful revelation, kicks Trevor while he's down. Though pulled in multiple directions, Trevor remains committed to bettering his life. But first he must realize that some people are too precious to abandon. Director Rosser Goodman (That's What I'm Talkin' 'Bout, Frameline29) finds rich emotional territory in Gorski's script, keeping it both focused and raw.",Drama, Romance,
Lovewrecked,"On a Caribbean cruise, Jenny is marooned on a beach with her rock and roll idol. Deliriously in love with the idea of time alone with him, she manages to hide the fact that they're a stone's throw away from their resort.",Adventure, Comedy, Romance
Trailer Park Boys,Two petty felons have a documentary made about their life in a trailer park.,Comedy,,
The Three Stooges,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality television show.",Comedy, Family,
A Thousand Words,"Jack McCall, played by Eddie Murphy, finds an unusual tree in his yard after an encounter with a spiritual guru. After discovering that with each word he speaks, a leaf drops off of the tree, Jack refuses to speak at all, as doing so will keep the tree, and him, alive. However, his work, marriage, and friendships are all affected by his choice. Can Jack figure out an alternative method of survival? Or will he simply have to live the rest of his life to the fullest?",Comedy, Drama,
Dragon Ball: Sleeping Princess in Devil's Castle,"Goku and Krillin want to be trained in the martial arts by the great Master Roshi. The only way he will agree to train them is if they go to Devil's Castle to find the Sleeping Princess, who is being held prisoner by Count Lucifer, and bring her back to his island.",Animation, Action, Adventure
Dragon Ball Z: The World's Strongest,"The evil Dr. Kochin uses the dragon balls to resurrect his mentor, Dr. Wheelo, in an effort to take over the world. Dr. Wheelo, his body having been destroyed by the avalanche that killed him fifty years before, desires the body of the strongest fighter in the world as his new vessel. Believing Roshi to be the world's strongest warrior, Dr. Kochin abducts Bulma and forces Roshi to surrender himself to save her. When Goku hears of their abduction, he goes to their rescue.",Animation, Action, Adventure
Dragon Ball Z: Tree of Might,"A Saiyan named Turles has come to Earth in order to plant the Tree of Might, which will sap all of the life from earth in order to bear fruit that will greatly increase the strength of whoever eats it. Goku and the Z Warriors cannot let this happen and duke it out with Turles's group for the sake of the planet.",Animation, Action, Adventure
Jack-Jack Attack,"In a dark room, Agent Rick Dicker interrogates Kari, a young girl with braces. He asks what happened. Kari explains that she was babysitting for an infant, Jack-Jack, who seems able to levitate, float, pass through walls, catch fire, and cause havoc. Kari stays nimble but barely holds on until an odd young man with orange hair and an ""S"" on his shirt rings the bell.",Animation, Short, Adventure
Boundin',"In the not too distant past, a lamb lives in the desert plateau just below the snow line. He is proud of how bright and shiny his coat of wool is, so much so that it makes him want to dance, which in turn makes all the other creatures around him also want to dance. His life changes when one spring day he is captured, his wool shorn, and thrown back out onto the plateau all naked and pink. But a bounding jackalope who wanders by makes the lamb look at life a little differently in seeing that there is always something exciting in life to bound about.",Animation, Short, Family
One Man Band,"With one coin to make a wish at the piazza fountain, One Man Band tells the humorously captivating tale of a peasant girl who encounters two competing street performers who'd prefer the coin find its way into their tip jars. As the two one-man bands' rivalry crescendos, the two overly eager musicians vie to win the little girl's attention.",Animation, Short, Family
Dragon Ball Z: The Return of Cooler,Cooler has resurrected himself as a robot and is enslaving the people of New Namek. Goku and the gang must help.,Animation, Action, Fantasy
Dragon Ball Z: Broly - The Legendary Super Saiyan,"Vegeta is lured to the planet New Vegeta by a group of Saiyan survivors in hopes that he will be the king of their new planet. But when he finds that they have ulterior motives of universal domination, he and the Z Warriors must fight Broly, the legendary Super Saiyan.",Animation, Action, Sci-Fi
Geri's Game,Geri sets up a chess game to play his greatest opponent - himself.,Animation, Short, Family
The Adventures of Mary-Kate & Ashley: The Case of the United States Navy Adventure,"Travel with the pint-sized supersleuths, Mary-Kate and Ashley Olsen (""Full House""), and their sidekick dog, Clue, to the Edge of the World, where a fleet of UFOs have been flying over Earth every 93 minutes.",Short,,
Terminal USA,"Terminal USA is the story of a Japanese-American family with more than their fair share of quirks. Ma (Sharon Omi) is stealing grandpa's morphine, Airhead sister (Jenny Woo) is having sex with the family lawyer, One brother (Jon Moritsugu) gets perfect grades but is hiding a secret gay love of skinheads, and the other brother (also Jon Moritsugu) is a wastoid druggie. The tension leads to an explosion of absurd violence as crazier and crazier things happen to the family.",Comedy,,
Dragon Ball Z: Bio-Broly,"Mr. Satan is challenged to a fight by an old rival, and he is taken to an island where the fight is to be held. Accompanying him are Android 18, who is making sure he doesn't skip town ...",Animation, Action, Sci-Fi
Dragon Ball Z: Fusion Reborn,"When a worker at King Yemma's spiritual check-in station is accidentally covered in spiritual waste, he is transformed into a powerful monster named Janemba, who destroys the barrier between the real world and Other World, allowing the dead to walk the Earth. As the living Z Fighters fend off the dead, it is up to Goku, Pikkon, and Vegeta to stop Janemba.",Animation, Action, Sci-Fi
For the Birds,"This animated short starts with a group of small birds perched together on a telephone wire. When a much larger and awkward-looking bird arrives, the smaller birds reject him with taunts and insults. Still, he persists in trying to win their friendship, until at last the smaller birds decide to shove him from their perch. Only too late do they discover that there may be a problem with this plan.",Animation, Short, Comedy
Dragon Ball Z: Wrath of the Dragon,"A mysterious being named Hoy arrives on Earth and asks the Z Warriors to use the dragon balls to help him release Tapion. Tapion, an ancient warrior imprisoned in a music box, and Hoy needs...",Animation, Action, Sci-Fi
Dragon Ball Z: Bardock - The Father of Goku,"The tale of Bardock, the father of Goku, and his rebellion against his master the mighty Frieza.",Animation, Drama, Fantasy
Dragon Ball Z: The History of Trunks,"This TV Movie tells the story of ""Future"" Trunks; that is, the Trunks from the alternate future where Goku has died and Androids terrorize the Earth. Amongst other things, it shows how Gohan trained Trunks, their fights with the Androids, and what inspired Trunks to go time traveling.",Animation, Action, Adventure
Dragon Ball GT: A Hero's Legacy,"Goku Jr. is the great-great-grandson of the legendary warrior Goku, but unlike his predecessor he's not a brave fighter. He's constantly picked on by school bullies--his grandmother Pan sees this and is worried, but even though Goku Jr. is not a strong and powerful saiyan, he has a kind heart, and Pan loves him. When Pan gets sick, Goku Jr. realizes that he must do something if he doesn't want to lose her. Then he remembers about the legends of the Dragon Balls. It was told that they grant a wish to the bearer, and Goku Jr. needs a magical wish more than ever, so he sets out to find the dragon ball that his grandmother told him about.",Animation, Family, Fantasy
The Possession,"The basketball coach Clyde and his wife Stephanie divorced a couple of months ago and their teenage daughter Hannah and the girl Emily 'Em' live with their mother and spend the weekends with their father. One day, Clyde stops his car in a yard sale and Em buys an antique carved box and becomes obsessed with it. Em finds the hidden lock and releases an evil spirit that possesses her. Soon Clyde discovers that Em has a problem, but his annoying ex-wife and her boyfriend Brett do not pay attention to him and get a restraining order against Clyde. Clyde seeks out Professor McMannis and when he sees the box, he explains that it is a Dibbuk Box, where a fiend is trapped inside. He also explains that the box should not be open; otherwise the person will be possessed by the spirit. Now Clyde travels to a Jewish community in New York and the rabbi's son Tzadok returns with him expecting to exorcise Em to save the girl.",Horror, Thriller,
The Making of a Legend: Gone with the Wind,"This documentary on the making of GWTW focuses on the driving force behind the legendary film, producer David O. Selznick. He purchased the rights and over several years, tried to have a script developed. Several writers had their hand in the effort and in truth, the script was never properly finalized, something that dogged the film throughout its production. While the decision to cast Clark Gable as Rhett Butler was fairly straightforward, finding the right actress to play Scarlett O'Hara captured national attention with several of Hollywood's top stars vying for the part. The original director, George Cukor, left before the films completion as did his replacement, Victor Fleming. Selznick directed some of the scenes himself and was driven to get the film completed just as he wanted. From the film's initial test screening, the film-going public adored the results.",Documentary,,
Hotel Transylvania,"In 1895, Dracula builds a resort in Transylvania, hidden from the humans, to raise his beloved daughter Mavis in a safe environment. In the present, the place is the Hotel Transylvania, where monsters bring their families to vacation far from the frightening humans. Dracula invites his friends - Frankenstein and his wife Eunice; Wayne and Wanda, the werewolves; Griffin, the invisible man; Murray, the mummy; Bigfoot, among others - to celebrate the 118th birthday of Mavis. When the party is ready to start, the 21-year-old Jonathan is walking through the forest and stumbles upon the hotel. Dracula sees Jonathan and disguises him as a monster to hide Jonathan from the guests. But Mavis also sees Jonathan and Dracula forces him to pose as a monster. Soon Mavis believes that Jonathan is the ""zing"" of her life despite the advice of her father about humans.",Animation, Comedy, Family
'Hellboy': The Seeds of Creation,"In-depth documentary about the history of the Hellboy comic book, the history of the character and the making of the 2004 movie adaptation of the same name.",Documentary,,
Hitchcock,"In 1959, Alfred Hitchcock and his wife, Alma Reville, are at the top of their creative game as filmmakers amid disquieting insinuations about it being time to retire. To recapture his youth's artistic daring, Alfred decides his next film will adapt the lurid horror novel, Psycho (1960), over everyone's misgivings. Unfortunately, as Alfred self-finances and labors on this film, Alma finally loses patience with his roving eye and controlling habits with his actresses. When an ambitious friend lures her to collaborate on a work of their own, the resulting marital tension colors Alfred's work even as the novel's inspiration haunts his dreams.",Biography, Drama,
Burn Up!,"A group of young police officers infiltrate a sleazy night club in an attempt to apprehend a man named McCoy, who is involved in kidnapping and white slavery. The plot twists when one of the officers is kidnapped!",Animation, Action, Comedy
Kung Fu Cult Master,"A wild and rollicking martial arts fantasy extravaganza that features prized swords -- and swordsmen, a crazy monk attached to a rolling boulder (yup!), serious clan and cult rivalries, and lots of magic and flying.",Action, Fantasy, History
Aftermath,"When the others leave for the night, the last mortician begins to fondle the corpses. He quickly moves to the corpse of a young woman who died in a car crash, tearing her clothes off and mutilating her body. He then mounts her and rapes her corpse while taking pictures with a camera and timer. He brings her heart back home to his dog for food.",Short, Horror,
Angst,"A man is released from prison after serving ten years for murdering an elderly woman. He quickly begins to feel the compulsion to kill again. After failing to murder a cab driver, he flees and discovers a secluded rural home, where a young woman lives with her sick mother and disabled brother. He then begins to take out his sadistic pleasures on them, attempting to hold them hostage, while thinking of his troubled childhood with his abusive mother and grandmother...",Drama, Horror, Thriller
The Croods,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",Animation, Adventure, Comedy
The Incredible Burt Wonderstone,"Superstar magicians Burt Wonderstone (Steve Carell) and Anton Marvelton (Steve Buscemi) have ruled the Las Vegas Strip for years, raking in millions with illusions as big as Burt's growing ego. But lately the duo's greatest deception is their public friendship, while secretly they've grown to loathe each other. Facing cutthroat competition from guerrilla street magician Steve Gray (Jim Carrey), whose cult following surges with each outrageous stunt, even their show is starting to look stale. But there's still a chance Burt and Anton can save the act - both onstage and off - if only Burt can get back in touch with what made him love magic in the first place.",Comedy,,
Bill Hicks: Revelations,"Bill Hicks in the height of his genius. Recorded at the Dominion Theatre in London, Bill Hicks opens our eyes and minds to the hypocrisy and ludicrousness of the world around us.",Documentary, Comedy,
Syrup,"A slacker hatches a million-dollar idea. But, in order to see it through, he has to learn to trust his attractive corporate counterpart. Based on Max Barry's novel.",Comedy, Drama, Romance
Epic,"Young Mary Katherine (M.K.) returns to her eccentric scientist father's home, but his all-consuming quest to discover a tiny civilization in the neighboring forest drives them apart. However, M.K. soon finds herself shrunken down by Queen Tara of that forest who was mortally wounded by the putrefying Boggans, and charged to deliver a pod bearing the new Queen to safety. Together with a veteran Leafman warrior, two goofy mollusks and a young maverick, M.K. agrees to help. As the villainous Boggan leader, Mandrake closes in, M.K. and her new friends must draw on the best of themselves together and discover what they have to save their world.",Animation, Adventure, Family
R.I.P.D.,"After Nick is murdered by his own partner, he joins the Rest in Peace Department to protect the world from the undeads. While working with his new partner, many undeads are seen gathering in Boston. Soon he realizes that someone close to him is behind all a plot to bring on the apocalypse.",Action, Comedy, Fantasy
